Case Diameter (mm),Case Thickness (mm),Band Width (mm),Case Material,Strap Material,Movement Type,Water Resistance,Dial Color,Crystal Material,Predicted Price (USD)
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,Pink,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Yellow Gold,,,,Multi-Color,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,White Gold,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Green,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Red Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,White Gold,,,,Paved,,6828.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Green,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Sedna Gold,,,,Green,,6918.833333333332
,,,Meteorite,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,Pink,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Sedna Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Meteorite,,,,Purple,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Red,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Red Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Pink,,5052.071428571428
,,,Mother of Pearl,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Red Gold,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Brown,,6918.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Titanium,,,,Black,,6226.5
,,,Red Gold,,,,Paved,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,Brown,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Black,,6676.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Meteorite,,,,Champagne,,6918.833333333332
,,,Sedna Gold,,,,Champagne,,6918.833333333332
,,,Meteorite,,,,Blue,,6916.833333333332
,,,Yellow Gold,,,,Beige,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Purple,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Stainless Steel,,,,Bronze,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Brown,,5052.071428571428
,,,Mother of Pearl,,,,Brown,,6918.833333333332
,,,Red Gold,,,,Paved,,6918.833333333332
,,,Mother of Pearl,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Champagne,,5052.071428571428
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,White Gold,,,,Silver,,7778.476190476189
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Ceramic,,,,White,,10283.333333333332
,,,Sedna Gold,,,,Champagne,,6918.833333333332
,,,Meteorite,,,,Blue,,6916.833333333332
,,,Moonshine Gold,,,,Multi-Color,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Aventurine,,,,Blue,,6916.833333333332
,,,Yellow Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Diamonds,,6918.833333333332
,,,Bilgi Yok,,,,Yellow,,6918.833333333332
,,,Aventurine,,,,Blue,,6916.833333333332
,,,White Gold,,,,Silver,,7778.476190476189
,,,Meteorite,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Titanium,,,,Black,,6226.5
,,,White Gold,,,,Paved,,6828.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Meteorite,,,,Green,,6918.833333333332
,,,Moonshine Gold,,,,Multi-Color,,6918.833333333332
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Silver,,7868.476190476189
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Grey,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Pink,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,Brown,,6918.833333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,White Gold,,,,Paved,,6828.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,Brown,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Diamonds,,6918.833333333332
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Rose,,5052.071428571428
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Sedna Gold,,,,Champagne,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Green,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Sedna Gold,,,,Diamonds,,6918.833333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Stainless Steel,,,,Champagne,,5052.071428571428
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Sedna Gold,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,Red,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Meteorite,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,Purple,,6918.833333333332
,,,Bilgi Yok,,,,Green,,6918.833333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Black,,6676.833333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Bronze,,5052.071428571428
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Blue,,5032.071428571428
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,White Gold,,,,Silver,,7778.476190476189
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Stainless Steel,,,,White,,5480.0
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Sedna Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Grey,,5052.071428571428
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Stainless Steel,,,,White,,5480.0
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,Black,,4848.5
,,,Yellow Gold,,,,White,,7661.333333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Yellow Gold,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,,,,,,,6918.833333333332
,,,Bilgi Yok,,,,Blue,,6916.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,Black,,6676.833333333332
,,,Red Gold,,,,Paved,,6918.833333333332
,,,White Gold,,,,White,,7571.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Red Gold,,,,Silver,,7868.476190476189
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Black,,4848.5
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Bilgi Yok,,,,Brown,,6918.833333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Stainless Steel,,,,Silver,,5281.809523809524
,,,Stainless Steel,,,,Black,,4848.5
,,,Stainless Steel,,,,White,,5480.0
,,,Bilgi Yok,,,,Silver,,7868.476190476189
,,,Mother of Pearl,,,,White,,7661.333333333332
,,,Red Gold,,,,White,,7661.333333333332
,,,Red Gold,,,,Brown,,6918.833333333332
,,,Bilgi Yok,,,,Champagne,,6918.833333333332
,,,Stainless Steel,,,,Purple,,5052.071428571428
,,,Bilgi Yok,,,,Silver,,7868.476190476189
